Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Resumed from /workspace/curriculum_p1.zip
---------------------------------
| rollout/           |          |
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.345      |
| time/                   |             |
|    fps                  | 93          |
|    iterations           | 122         |
|    time_elapsed         | 332         |
|    total_timesteps      | 91392       |
| train/                  |             |
|    approx_kl            | 0.007783193 |
|    clip_fraction        | 0.122       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.67       |
|    explained_variance   | -0.00469    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0437     |
|    n_updates            | 3560        |
|    policy_gradient_loss | -0.00886    |
|    std                  | 0.919       |
|    value_loss           | 0.0034      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.347       |
| time/                   |              |
|    fps                  | 93           |
|    iterations           | 123          |
|    time_elapsed         | 335          |
|    total_timesteps      | 91648        |
| train/                  |              |
|    approx_kl            | 0.0052221036 |
|    clip_fraction        | 0.0754       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.66        |
|    explained_variance   | -0.00707     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.025       |
|    n_updates            | 3570         |
|    policy_gradient_loss | -0.0065      |
|    std                  | 0.914        |
|    value_loss           | 0.00386      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.348       |
| time/                   |              |
|    fps                  | 93           |
|    iterations           | 124          |
|    time_elapsed         | 337          |
|    total_timesteps      | 91904        |
| train/                  |              |
|    approx_kl            | 0.0052056313 |
|    clip_fraction        | 0.0918       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.66        |
|    explained_variance   | -0.0117      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0402      |
|    n_updates            | 3580         |
|    policy_gradient_loss | -0.00521     |
|    std                  | 0.916        |
|    value_loss           | 0.00324      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.35        |
| time/                   |              |
|    fps                  | 93           |
|    iterations           | 125          |
|    time_elapsed         | 340          |
|    total_timesteps      | 92160        |
| train/                  |              |
|    approx_kl            | 0.0005340269 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.66        |
|    explained_variance   | -0.00214     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0252      |
|    n_updates            | 3590         |
|    policy_gradient_loss | -8.38e-05    |
|    std                  | 0.913        |
|    value_loss           | 0.00305      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.353       |
| time/                   |              |
|    fps                  | 93           |
|    iterations           | 126          |
|    time_elapsed         | 343          |
|    total_timesteps      | 92416        |
| train/                  |              |
|    approx_kl            | 0.0068534072 |
|    clip_fraction        | 0.0437       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.66        |
|    explained_variance   | 0.00968      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0336      |
|    n_updates            | 3600         |
|    policy_gradient_loss | -0.00442     |
|    std                  | 0.914        |
|    value_loss           | 0.00277      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.353       |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 127          |
|    time_elapsed         | 345          |
|    total_timesteps      | 92672        |
| train/                  |              |
|    approx_kl            | 0.0060280617 |
|    clip_fraction        | 0.0648       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.66        |
|    explained_variance   | 0.0201       |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0215      |
|    n_updates            | 3610         |
|    policy_gradient_loss | -0.00757     |
|    std                  | 0.913        |
|    value_loss           | 0.0035       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.357       |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 128          |
|    time_elapsed         | 348          |
|    total_timesteps      | 92928        |
| train/                  |              |
|    approx_kl            | 0.0013154056 |
|    clip_fraction        | 0.0352       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.65        |
|    explained_variance   | 0.00913      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0265      |
|    n_updates            | 3620         |
|    policy_gradient_loss | -0.00109     |
|    std                  | 0.913        |
|    value_loss           | 0.00394      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.355      |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 129         |
|    time_elapsed         | 350         |
|    total_timesteps      | 93184       |
| train/                  |             |
|    approx_kl            | 0.004353493 |
|    clip_fraction        | 0.00781     |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | -0.038      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.004      |
|    n_updates            | 3630        |
|    policy_gradient_loss | -0.000418   |
|    std                  | 0.913       |
|    value_loss           | 0.00422     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.355      |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 130         |
|    time_elapsed         | 353         |
|    total_timesteps      | 93440       |
| train/                  |             |
|    approx_kl            | 0.002630827 |
|    clip_fraction        | 0.0273      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | -0.00529    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0255     |
|    n_updates            | 3640        |
|    policy_gradient_loss | -0.0036     |
|    std                  | 0.911       |
|    value_loss           | 0.00376     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 117        |
|    ep_rew_mean          | -0.569     |
| time/                   |            |
|    fps                  | 94         |
|    iterations           | 131        |
|    time_elapsed         | 356        |
|    total_timesteps      | 93696      |
| train/                  |            |
|    approx_kl            | 0.00407531 |
|    clip_fraction        | 0.0668     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.65      |
|    explained_variance   | -0.016     |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0381    |
|    n_updates            | 3650       |
|    policy_gradient_loss | -0.00421   |
|    std                  | 0.912      |
|    value_loss           | 0.00366    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.357      |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 132         |
|    time_elapsed         | 359         |
|    total_timesteps      | 93952       |
| train/                  |             |
|    approx_kl            | 0.008183685 |
|    clip_fraction        | 0.0359      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | 0.00497     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0348     |
|    n_updates            | 3660        |
|    policy_gradient_loss | -0.00191    |
|    std                  | 0.912       |
|    value_loss           | 0.00383     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 114          |
|    ep_rew_mean          | -0.142       |
| time/                   |              |
|    fps                  | 94           |
|    iterations           | 133          |
|    time_elapsed         | 362          |
|    total_timesteps      | 94208        |
| train/                  |              |
|    approx_kl            | 0.0027921237 |
|    clip_fraction        | 0.0699       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.65        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0233      |
|    n_updates            | 3670         |
|    policy_gradient_loss | -0.00207     |
|    std                  | 0.914        |
|    value_loss           | 1.72         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | -0.142      |
| time/                   |             |
|    fps                  | 94          |
|    iterations           | 134         |
|    time_elapsed         | 364         |
|    total_timesteps      | 94464       |
| train/                  |             |
|    approx_kl            | 0.006612665 |
|    clip_fraction        | 0.0379      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.66       |
|    explained_variance   | 4.25e-05    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0362     |
|    n_updates            | 3680        |
|    policy_gradient_loss | -0.00462    |
|    std                  | 0.914       |
|    value_loss           | 1.71        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | -0.144      |
| time/                   |             |
|    fps                  | 93          |
|    iterations           | 135         |
|    time_elapsed         | 369         |
|    total_timesteps      | 94720       |
| train/                  |             |
|    approx_kl            | 0.002337746 |
|    clip_fraction        | 0.000391    |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.66       |
|    explained_variance   | 0.00588     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0207     |
|    n_updates            | 3690        |
|    policy_gradient_loss | -0.000129   |
|    std                  | 0.916       |
|    value_loss           | 0.00447     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | -0.142      |
| time/                   |             |
|    fps                  | 93          |
|    iterations           | 136         |
|    time_elapsed         | 371         |
|    total_timesteps      | 94976       |
| train/                  |             |
|    approx_kl            | 0.009422156 |
|    clip_fraction        | 0.16        |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.66       |
|    explained_variance   | -0.00757    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0444     |
|    n_updates            | 3700        |
|    policy_gradient_loss | -0.0175     |
|    std                  | 0.916       |
|    value_loss           | 0.00333     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 114          |
|    ep_rew_mean          | -0.143       |
| time/                   |              |
|    fps                  | 93           |
|    iterations           | 137          |
|    time_elapsed         | 374          |
|    total_timesteps      | 95232        |
| train/                  |              |
|    approx_kl            | 0.0043105436 |
|    clip_fraction        | 0.101        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.66        |
|    explained_variance   | -7.39e-05    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0174      |
|    n_updates            | 3710         |
|    policy_gradient_loss | -0.00889     |
|    std                  | 0.919        |
|    value_loss           | 0.0037       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 114          |
|    ep_rew_mean          | -0.142       |
| time/                   |              |
|    fps                  | 93           |
|    iterations           | 138          |
|    time_elapsed         | 377          |
|    total_timesteps      | 95488        |
| train/                  |              |
|    approx_kl            | 0.0039238627 |
|    clip_fraction        | 0.052        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.67        |
|    explained_variance   | -0.00361     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0493      |
|    n_updates            | 3720         |
|    policy_gradient_loss | -0.00362     |
|    std                  | 0.92         |
|    value_loss           | 0.00367      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | -0.14       |
| time/                   |             |
|    fps                  | 93          |
|    iterations           | 139         |
|    time_elapsed         | 379         |
|    total_timesteps      | 95744       |
| train/                  |             |
|    approx_kl            | 0.009804092 |
|    clip_fraction        | 0.0352      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.67       |
|    explained_variance   | -0.00354    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0375     |
|    n_updates            | 3730        |
|    policy_gradient_loss | -0.00282    |
|    std                  | 0.925       |
|    value_loss           | 0.00368     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 113         |
|    ep_rew_mean          | 0.071       |
| time/                   |             |
|    fps                  | 93          |
|    iterations           | 140         |
|    time_elapsed         | 382         |
|    total_timesteps      | 96000       |
| train/                  |             |
|    approx_kl            | 0.007105628 |
|    clip_fraction        | 0.0312      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.68       |
|    explained_variance   | -0.00114    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0425     |
|    n_updates            | 3740        |
|    policy_gradient_loss | -0.00192    |
|    std                  | 0.924       |
|    value_loss           | 0.00322     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 113        |
|    ep_rew_mean          | 0.0701     |
| time/                   |            |
|    fps                  | 93         |
|    iterations           | 141        |
|    time_elapsed         | 385        |
|    total_timesteps      | 96256      |
| train/                  |            |
|    approx_kl            | 0.00613326 |
|    clip_fraction        | 0.0309     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.68      |
|    explained_variance   | 0.000139   |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0362    |
|    n_updates            | 3750       |
|    policy_gradient_loss | -0.00185   |
|    std                  | 0.921      |
|    value_loss           | 1.71       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 113         |
|    ep_rew_mean          | 0.0703      |
| time/                   |             |
|    fps                  | 93          |
|    iterations           | 142         |
|    time_elapsed         | 387         |
|    total_timesteps      | 96512       |
| train/                  |             |
|    approx_kl            | 0.006644916 |
|    clip_fraction        | 0.0676      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.67       |
|    explained_variance   | -0.00529    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0544     |
|    n_updates            | 3760        |
|    policy_gradient_loss | -0.00656    |
|    std                  | 0.921       |
|    value_loss           | 0.00352     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 113         |
|    ep_rew_mean          | 0.0719      |
| time/                   |             |
|    fps                  | 93          |
|    iterations           | 143         |
|    time_elapsed         | 390         |
|    total_timesteps      | 96768       |
| train/                  |             |
|    approx_kl            | 0.004840129 |
|    clip_fraction        | 0.0664      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.67       |
|    explained_variance   | 0.0131      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0376     |
|    n_updates            | 3770        |
|    policy_gradient_loss | -0.00735    |
|    std                  | 0.916       |
|    value_loss           | 0.00434     |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 113       |
|    ep_rew_mean          | 0.0727    |
| time/                   |           |
|    fps                  | 93        |
|    iterations           | 144       |
|    time_elapsed         | 393       |
|    total_timesteps      | 97024     |
| train/                  |           |
|    approx_kl            | 0.0051089 |
|    clip_fraction        | 0.041     |
|    clip_range           | 0.2       |
|    entropy_loss         | -2.66     |
|    explained_variance   | 0.00223   |
|    learning_rate        | 0.0003    |
|    loss                 | -0.0183   |
|    n_updates            | 3780      |
|    policy_gradient_loss | -0.00238  |
|    std                  | 0.92      |
|    value_loss           | 0.00364   |
---------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 113          |
|    ep_rew_mean          | 0.0717       |
| time/                   |              |
|    fps                  | 93           |
|    iterations           | 145          |
|    time_elapsed         | 395          |
|    total_timesteps      | 97280        |
| train/                  |              |
|    approx_kl            | 0.0044763153 |
|    clip_fraction        | 0.0695       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.67        |
|    explained_variance   | 0.0051       |
|    learning_rate        | 0.0003       |
|    loss                 | -0.02        |
|    n_updates            | 3790         |
|    policy_gradient_loss | -0.00833     |
|    std                  | 0.919        |
|    value_loss           | 0.00458      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 112          |
|    ep_rew_mean          | 0.289        |
| time/                   |              |
|    fps                  | 93           |
|    iterations           | 146          |
|    time_elapsed         | 398          |
|    total_timesteps      | 97536        |
| train/                  |              |
|    approx_kl            | 0.0035897992 |
|    clip_fraction        | 0.0281       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.67        |
|    explained_variance   | 0.000814     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0438      |
|    n_updates            | 3800         |
|    policy_gradient_loss | -0.00318     |
|    std                  | 0.921        |
|    value_loss           | 0.00493      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 112          |
|    ep_rew_mean          | 0.291        |
| time/                   |              |
|    fps                  | 93           |
|    iterations           | 147          |
|    time_elapsed         | 401          |
|    total_timesteps      | 97792        |
| train/                  |              |
|    approx_kl            | 0.0037281415 |
|    clip_fraction        | 0.0168       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.67        |
|    explained_variance   | -0.000191    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0257      |
|    n_updates            | 3810         |
|    policy_gradient_loss | -0.00185     |
|    std                  | 0.922        |
|    value_loss           | 1.71         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 112         |
|    ep_rew_mean          | 0.292       |
| time/                   |             |
|    fps                  | 93          |
|    iterations           | 148         |
|    time_elapsed         | 403         |
|    total_timesteps      | 98048       |
| train/                  |             |
|    approx_kl            | 0.007961456 |
|    clip_fraction        | 0.0996      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.67       |
|    explained_variance   | 0.0059      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0444     |
|    n_updates            | 3820        |
|    policy_gradient_loss | -0.0108     |
|    std                  | 0.916       |
|    value_loss           | 0.00428     |
-----------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 111      |
|    ep_rew_mean          | 0.505    |
| time/                   |          |
|    fps                  | 93       |
|    iterations           | 149      |
|    time_elapsed         | 406      |
|    total_timesteps      | 98304    |
| train/                  |          |
|    approx_kl            | 0.006875 |
|    clip_fraction        | 0.0375   |
|    clip_range           | 0.2      |
|    entropy_loss         | -2.66    |
|    explained_variance   | -0.00201 |
|    learning_rate        | 0.0003   |
|    loss                 | -0.0433  |
|    n_updates            | 3830     |
|    policy_gradient_loss | -0.00264 |
|    std                  | 0.915    |
|    value_loss           | 0.00455  |
--------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 112          |
|    ep_rew_mean          | 0.285        |
| time/                   |              |
|    fps                  | 93           |
|    iterations           | 150          |
|    time_elapsed         | 409          |
|    total_timesteps      | 98560        |
| train/                  |              |
|    approx_kl            | 0.0058901384 |
|    clip_fraction        | 0.0102       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.66        |
|    explained_variance   | 6.41e-05     |
|    learning_rate        | 0.0003       |
|    loss                 | 4.62         |
|    n_updates            | 3840         |
|    policy_gradient_loss | -0.00235     |
|    std                  | 0.914        |
|    value_loss           | 13.7         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 113          |
|    ep_rew_mean          | 0.0621       |
| time/                   |              |
|    fps                  | 93           |
|    iterations           | 151          |
|    time_elapsed         | 412          |
|    total_timesteps      | 98816        |
| train/                  |              |
|    approx_kl            | 0.0022503696 |
|    clip_fraction        | 0.025        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.65        |
|    explained_variance   | 0.013        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0258      |
|    n_updates            | 3850         |
|    policy_gradient_loss | -0.00186     |
|    std                  | 0.914        |
|    value_loss           | 0.0184       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 113          |
|    ep_rew_mean          | 0.0625       |
| time/                   |              |
|    fps                  | 93           |
|    iterations           | 152          |
|    time_elapsed         | 416          |
|    total_timesteps      | 99072        |
| train/                  |              |
|    approx_kl            | 0.0025969904 |
|    clip_fraction        | 0.00117      |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.65        |
|    explained_variance   | -0.00654     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0258      |
|    n_updates            | 3860         |
|    policy_gradient_loss | -0.000474    |
|    std                  | 0.91         |
|    value_loss           | 0.0162       |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 113          |
|    ep_rew_mean          | 0.069        |
| time/                   |              |
|    fps                  | 93           |
|    iterations           | 153          |
|    time_elapsed         | 419          |
|    total_timesteps      | 99328        |
| train/                  |              |
|    approx_kl            | 0.0071972786 |
|    clip_fraction        | 0.0145       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.65        |
|    explained_variance   | 0.00674      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0198      |
|    n_updates            | 3870         |
|    policy_gradient_loss | -0.000982    |
|    std                  | 0.91         |
|    value_loss           | 0.00988      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 113          |
|    ep_rew_mean          | 0.052        |
| time/                   |              |
|    fps                  | 93           |
|    iterations           | 154          |
|    time_elapsed         | 421          |
|    total_timesteps      | 99584        |
| train/                  |              |
|    approx_kl            | 0.0039170124 |
|    clip_fraction        | 0.0273       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.65        |
|    explained_variance   | -0.00201     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0537      |
|    n_updates            | 3880         |
|    policy_gradient_loss | -0.00181     |
|    std                  | 0.911        |
|    value_loss           | 0.0131       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 113         |
|    ep_rew_mean          | 0.0443      |
| time/                   |             |
|    fps                  | 93          |
|    iterations           | 155         |
|    time_elapsed         | 424         |
|    total_timesteps      | 99840       |
| train/                  |             |
|    approx_kl            | 0.005231682 |
|    clip_fraction        | 0.0426      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | -0.00115    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0238     |
|    n_updates            | 3890        |
|    policy_gradient_loss | -0.00277    |
|    std                  | 0.909       |
|    value_loss           | 0.00681     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 113          |
|    ep_rew_mean          | 0.0404       |
| time/                   |              |
|    fps                  | 93           |
|    iterations           | 156          |
|    time_elapsed         | 428          |
|    total_timesteps      | 100096       |
| train/                  |              |
|    approx_kl            | 0.0042645102 |
|    clip_fraction        | 0.0426       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.64        |
|    explained_variance   | 0.0144       |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0475      |
|    n_updates            | 3900         |
|    policy_gradient_loss | -0.00577     |
|    std                  | 0.909        |
|    value_loss           | 0.0067       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | -0.173      |
| time/                   |             |
|    fps                  | 93          |
|    iterations           | 157         |
|    time_elapsed         | 431         |
|    total_timesteps      | 100352      |
| train/                  |             |
|    approx_kl            | 0.008465823 |
|    clip_fraction        | 0.084       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | 0.00926     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0176     |
|    n_updates            | 3910        |
|    policy_gradient_loss | -0.00963    |
|    std                  | 0.911       |
|    value_loss           | 0.00755     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | -0.171      |
| time/                   |             |
|    fps                  | 93          |
|    iterations           | 158         |
|    time_elapsed         | 434         |
|    total_timesteps      | 100608      |
| train/                  |             |
|    approx_kl            | 0.009286734 |
|    clip_fraction        | 0.117       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | -0.0341     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0274     |
|    n_updates            | 3920        |
|    policy_gradient_loss | -0.0108     |
|    std                  | 0.913       |
|    value_loss           | 0.0077      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | -0.17       |
| time/                   |             |
|    fps                  | 93          |
|    iterations           | 159         |
|    time_elapsed         | 436         |
|    total_timesteps      | 100864      |
| train/                  |             |
|    approx_kl            | 0.005323001 |
|    clip_fraction        | 0.0582      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | -0.00643    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0241     |
|    n_updates            | 3930        |
|    policy_gradient_loss | -0.00257    |
|    std                  | 0.914       |
|    value_loss           | 0.00475     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | -0.171      |
| time/                   |             |
|    fps                  | 93          |
|    iterations           | 160         |
|    time_elapsed         | 439         |
|    total_timesteps      | 101120      |
| train/                  |             |
|    approx_kl            | 0.009117746 |
|    clip_fraction        | 0.093       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.66       |
|    explained_variance   | 0.0151      |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0378     |
|    n_updates            | 3940        |
|    policy_gradient_loss | -0.00661    |
|    std                  | 0.914       |
|    value_loss           | 0.00516     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | -0.171      |
| time/                   |             |
|    fps                  | 93          |
|    iterations           | 161         |
|    time_elapsed         | 441         |
|    total_timesteps      | 101376      |
| train/                  |             |
|    approx_kl            | 0.009270435 |
|    clip_fraction        | 0.105       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | -0.00139    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0253     |
|    n_updates            | 3950        |
|    policy_gradient_loss | -0.00833    |
|    std                  | 0.912       |
|    value_loss           | 0.00638     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 114          |
|    ep_rew_mean          | -0.172       |
| time/                   |              |
|    fps                  | 93           |
|    iterations           | 162          |
|    time_elapsed         | 444          |
|    total_timesteps      | 101632       |
| train/                  |              |
|    approx_kl            | 0.0043223905 |
|    clip_fraction        | 0.0715       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.65        |
|    explained_variance   | -0.00416     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0363      |
|    n_updates            | 3960         |
|    policy_gradient_loss | -0.00675     |
|    std                  | 0.912        |
|    value_loss           | 0.00553      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | -0.177      |
| time/                   |             |
|    fps                  | 93          |
|    iterations           | 163         |
|    time_elapsed         | 447         |
|    total_timesteps      | 101888      |
| train/                  |             |
|    approx_kl            | 0.008103851 |
|    clip_fraction        | 0.0973      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | 0.000261    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0215     |
|    n_updates            | 3970        |
|    policy_gradient_loss | -0.00864    |
|    std                  | 0.909       |
|    value_loss           | 0.00575     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 114          |
|    ep_rew_mean          | -0.175       |
| time/                   |              |
|    fps                  | 92           |
|    iterations           | 164          |
|    time_elapsed         | 451          |
|    total_timesteps      | 102144       |
| train/                  |              |
|    approx_kl            | 0.0054592798 |
|    clip_fraction        | 0.0543       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.65        |
|    explained_variance   | 0.000807     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0183      |
|    n_updates            | 3980         |
|    policy_gradient_loss | -0.00408     |
|    std                  | 0.91         |
|    value_loss           | 0.0061       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 114         |
|    ep_rew_mean          | -0.175      |
| time/                   |             |
|    fps                  | 92          |
|    iterations           | 165         |
|    time_elapsed         | 454         |
|    total_timesteps      | 102400      |
| train/                  |             |
|    approx_kl            | 0.004573116 |
|    clip_fraction        | 0.0508      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.65       |
|    explained_variance   | 1.85e-05    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0284     |
|    n_updates            | 3990        |
|    policy_gradient_loss | -0.00329    |
|    std                  | 0.91        |
|    value_loss           | 0.00451     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 114          |
|    ep_rew_mean          | -0.176       |
