Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Resumed from /workspace/curriculum_p2.zip
---------------------------------
| rollout/           |          |
|    n_updates            | 6430         |
|    policy_gradient_loss | -0.00638     |
|    std                  | 0.868        |
|    value_loss           | 0.00324      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.789       |
| time/                   |              |
|    fps                  | 92           |
|    iterations           | 175          |
|    time_elapsed         | 483          |
|    total_timesteps      | 165120       |
| train/                  |              |
|    approx_kl            | 0.0035340784 |
|    clip_fraction        | 0.0437       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.56        |
|    explained_variance   | 0.00127      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0392      |
|    n_updates            | 6440         |
|    policy_gradient_loss | -0.00336     |
|    std                  | 0.871        |
|    value_loss           | 0.00299      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.789       |
| time/                   |              |
|    fps                  | 92           |
|    iterations           | 176          |
|    time_elapsed         | 486          |
|    total_timesteps      | 165376       |
| train/                  |              |
|    approx_kl            | 0.0034533876 |
|    clip_fraction        | 0.0746       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.56        |
|    explained_variance   | -0.00102     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0254      |
|    n_updates            | 6450         |
|    policy_gradient_loss | -0.00935     |
|    std                  | 0.876        |
|    value_loss           | 0.00312      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.786      |
| time/                   |             |
|    fps                  | 92          |
|    iterations           | 177         |
|    time_elapsed         | 488         |
|    total_timesteps      | 165632      |
| train/                  |             |
|    approx_kl            | 0.006528134 |
|    clip_fraction        | 0.0688      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.57       |
|    explained_variance   | -0.00258    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0333     |
|    n_updates            | 6460        |
|    policy_gradient_loss | -0.00596    |
|    std                  | 0.88        |
|    value_loss           | 0.00274     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.784      |
| time/                   |             |
|    fps                  | 92          |
|    iterations           | 178         |
|    time_elapsed         | 491         |
|    total_timesteps      | 165888      |
| train/                  |             |
|    approx_kl            | 0.004399374 |
|    clip_fraction        | 0.0703      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.58       |
|    explained_variance   | -0.00104    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0211     |
|    n_updates            | 6470        |
|    policy_gradient_loss | -0.0053     |
|    std                  | 0.881       |
|    value_loss           | 0.0028      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.57        |
| time/                   |              |
|    fps                  | 92           |
|    iterations           | 179          |
|    time_elapsed         | 494          |
|    total_timesteps      | 166144       |
| train/                  |              |
|    approx_kl            | 0.0030637553 |
|    clip_fraction        | 0.0105       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.58        |
|    explained_variance   | -0.00236     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0392      |
|    n_updates            | 6480         |
|    policy_gradient_loss | -0.000867    |
|    std                  | 0.884        |
|    value_loss           | 0.00277      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.568       |
| time/                   |              |
|    fps                  | 92           |
|    iterations           | 180          |
|    time_elapsed         | 496          |
|    total_timesteps      | 166400       |
| train/                  |              |
|    approx_kl            | 0.0029545038 |
|    clip_fraction        | 0.0363       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.59        |
|    explained_variance   | -6.08e-06    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0308      |
|    n_updates            | 6490         |
|    policy_gradient_loss | -0.00234     |
|    std                  | 0.883        |
|    value_loss           | 1.72         |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 116           |
|    ep_rew_mean          | -0.568        |
| time/                   |               |
|    fps                  | 92            |
|    iterations           | 181           |
|    time_elapsed         | 499           |
|    total_timesteps      | 166656        |
| train/                  |               |
|    approx_kl            | 0.00023768353 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -2.58         |
|    explained_variance   | 0.000192      |
|    learning_rate        | 0.0003        |
|    loss                 | -0.0245       |
|    n_updates            | 6500          |
|    policy_gradient_loss | 0.000355      |
|    std                  | 0.882         |
|    value_loss           | 0.00329       |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.566       |
| time/                   |              |
|    fps                  | 92           |
|    iterations           | 182          |
|    time_elapsed         | 502          |
|    total_timesteps      | 166912       |
| train/                  |              |
|    approx_kl            | 0.0050023966 |
|    clip_fraction        | 0.00781      |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.58        |
|    explained_variance   | 0.000757     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0141      |
|    n_updates            | 6510         |
|    policy_gradient_loss | -0.00105     |
|    std                  | 0.88         |
|    value_loss           | 0.00327      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.565      |
| time/                   |             |
|    fps                  | 92          |
|    iterations           | 183         |
|    time_elapsed         | 504         |
|    total_timesteps      | 167168      |
| train/                  |             |
|    approx_kl            | 0.005293481 |
|    clip_fraction        | 0.0527      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.58       |
|    explained_variance   | 3.33e-05    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0263     |
|    n_updates            | 6520        |
|    policy_gradient_loss | -0.00493    |
|    std                  | 0.877       |
|    value_loss           | 0.00301     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 116          |
|    ep_rew_mean          | -0.57        |
| time/                   |              |
|    fps                  | 92           |
|    iterations           | 184          |
|    time_elapsed         | 507          |
|    total_timesteps      | 167424       |
| train/                  |              |
|    approx_kl            | 0.0037759056 |
|    clip_fraction        | 0.0176       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.57        |
|    explained_variance   | -0.000992    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0287      |
|    n_updates            | 6530         |
|    policy_gradient_loss | -0.00299     |
|    std                  | 0.877        |
|    value_loss           | 0.00307      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.78        |
| time/                   |              |
|    fps                  | 92           |
|    iterations           | 185          |
|    time_elapsed         | 510          |
|    total_timesteps      | 167680       |
| train/                  |              |
|    approx_kl            | 0.0063885986 |
|    clip_fraction        | 0.0707       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.57        |
|    explained_variance   | -0.000575    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0547      |
|    n_updates            | 6540         |
|    policy_gradient_loss | -0.00783     |
|    std                  | 0.878        |
|    value_loss           | 0.00329      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.781      |
| time/                   |             |
|    fps                  | 92          |
|    iterations           | 186         |
|    time_elapsed         | 512         |
|    total_timesteps      | 167936      |
| train/                  |             |
|    approx_kl            | 0.004131918 |
|    clip_fraction        | 0.0453      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.57       |
|    explained_variance   | 0.000389    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0468     |
|    n_updates            | 6550        |
|    policy_gradient_loss | -0.00577    |
|    std                  | 0.875       |
|    value_loss           | 0.00291     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.778       |
| time/                   |              |
|    fps                  | 92           |
|    iterations           | 187          |
|    time_elapsed         | 517          |
|    total_timesteps      | 168192       |
| train/                  |              |
|    approx_kl            | 0.0033245888 |
|    clip_fraction        | 0.0359       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.57        |
|    explained_variance   | 0.000412     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0219      |
|    n_updates            | 6560         |
|    policy_gradient_loss | -0.00368     |
|    std                  | 0.878        |
|    value_loss           | 0.00331      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.777      |
| time/                   |             |
|    fps                  | 92          |
|    iterations           | 188         |
|    time_elapsed         | 519         |
|    total_timesteps      | 168448      |
| train/                  |             |
|    approx_kl            | 0.004705474 |
|    clip_fraction        | 0.0426      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.58       |
|    explained_variance   | -0.00163    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0372     |
|    n_updates            | 6570        |
|    policy_gradient_loss | -0.00374    |
|    std                  | 0.88        |
|    value_loss           | 0.00344     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.777      |
| time/                   |             |
|    fps                  | 92          |
|    iterations           | 189         |
|    time_elapsed         | 522         |
|    total_timesteps      | 168704      |
| train/                  |             |
|    approx_kl            | 0.006380311 |
|    clip_fraction        | 0.0582      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.58       |
|    explained_variance   | 0.000275    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0366     |
|    n_updates            | 6580        |
|    policy_gradient_loss | -0.00297    |
|    std                  | 0.876       |
|    value_loss           | 0.00329     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.778       |
| time/                   |              |
|    fps                  | 92           |
|    iterations           | 190          |
|    time_elapsed         | 525          |
|    total_timesteps      | 168960       |
| train/                  |              |
|    approx_kl            | 0.0050373767 |
|    clip_fraction        | 0.0672       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.57        |
|    explained_variance   | -8.68e-05    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0402      |
|    n_updates            | 6590         |
|    policy_gradient_loss | -0.00599     |
|    std                  | 0.872        |
|    value_loss           | 0.00322      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.781       |
| time/                   |              |
|    fps                  | 92           |
|    iterations           | 191          |
|    time_elapsed         | 527          |
|    total_timesteps      | 169216       |
| train/                  |              |
|    approx_kl            | 0.0058125453 |
|    clip_fraction        | 0.059        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.56        |
|    explained_variance   | -9.25e-05    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0462      |
|    n_updates            | 6600         |
|    policy_gradient_loss | -0.00446     |
|    std                  | 0.869        |
|    value_loss           | 0.00299      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.779       |
| time/                   |              |
|    fps                  | 92           |
|    iterations           | 192          |
|    time_elapsed         | 532          |
|    total_timesteps      | 169472       |
| train/                  |              |
|    approx_kl            | 0.0061906986 |
|    clip_fraction        | 0.0391       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.55        |
|    explained_variance   | 0.000692     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0355      |
|    n_updates            | 6610         |
|    policy_gradient_loss | -0.00309     |
|    std                  | 0.869        |
|    value_loss           | 0.00325      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.778      |
| time/                   |             |
|    fps                  | 92          |
|    iterations           | 193         |
|    time_elapsed         | 534         |
|    total_timesteps      | 169728      |
| train/                  |             |
|    approx_kl            | 0.009661199 |
|    clip_fraction        | 0.113       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.56       |
|    explained_variance   | -0.000395   |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0199     |
|    n_updates            | 6620        |
|    policy_gradient_loss | -0.00898    |
|    std                  | 0.87        |
|    value_loss           | 0.00305     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.778      |
| time/                   |             |
|    fps                  | 92          |
|    iterations           | 194         |
|    time_elapsed         | 537         |
|    total_timesteps      | 169984      |
| train/                  |             |
|    approx_kl            | 0.002335874 |
|    clip_fraction        | 0.000391    |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.56       |
|    explained_variance   | 0.000247    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0276     |
|    n_updates            | 6630        |
|    policy_gradient_loss | -0.000286   |
|    std                  | 0.875       |
|    value_loss           | 0.00342     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.779       |
| time/                   |              |
|    fps                  | 92           |
|    iterations           | 195          |
|    time_elapsed         | 540          |
|    total_timesteps      | 170240       |
| train/                  |              |
|    approx_kl            | 0.0018492825 |
|    clip_fraction        | 0.0148       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.57        |
|    explained_variance   | 0.000269     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0272      |
|    n_updates            | 6640         |
|    policy_gradient_loss | -0.00172     |
|    std                  | 0.88         |
|    value_loss           | 0.00337      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.776       |
| time/                   |              |
|    fps                  | 92           |
|    iterations           | 196          |
|    time_elapsed         | 542          |
|    total_timesteps      | 170496       |
| train/                  |              |
|    approx_kl            | 0.0088419765 |
|    clip_fraction        | 0.0324       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.58        |
|    explained_variance   | -0.00025     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0241      |
|    n_updates            | 6650         |
|    policy_gradient_loss | -0.00165     |
|    std                  | 0.882        |
|    value_loss           | 0.00302      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.778       |
| time/                   |              |
|    fps                  | 92           |
|    iterations           | 197          |
|    time_elapsed         | 545          |
|    total_timesteps      | 170752       |
| train/                  |              |
|    approx_kl            | 0.0065715546 |
|    clip_fraction        | 0.119        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.59        |
|    explained_variance   | -0.00139     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.043       |
|    n_updates            | 6660         |
|    policy_gradient_loss | -0.00929     |
|    std                  | 0.886        |
|    value_loss           | 0.00311      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.777      |
| time/                   |             |
|    fps                  | 92          |
|    iterations           | 198         |
|    time_elapsed         | 548         |
|    total_timesteps      | 171008      |
| train/                  |             |
|    approx_kl            | 0.004759902 |
|    clip_fraction        | 0.0656      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.59       |
|    explained_variance   | 0.000124    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0436     |
|    n_updates            | 6670        |
|    policy_gradient_loss | -0.00311    |
|    std                  | 0.886       |
|    value_loss           | 0.00294     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.775       |
| time/                   |              |
|    fps                  | 92           |
|    iterations           | 199          |
|    time_elapsed         | 550          |
|    total_timesteps      | 171264       |
| train/                  |              |
|    approx_kl            | 0.0050618714 |
|    clip_fraction        | 0.0336       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.59        |
|    explained_variance   | 0.000902     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0126      |
|    n_updates            | 6680         |
|    policy_gradient_loss | -0.00314     |
|    std                  | 0.882        |
|    value_loss           | 0.00282      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.775       |
| time/                   |              |
|    fps                  | 92           |
|    iterations           | 200          |
|    time_elapsed         | 553          |
|    total_timesteps      | 171520       |
| train/                  |              |
|    approx_kl            | 0.0047844006 |
|    clip_fraction        | 0.027        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.58        |
|    explained_variance   | -0.000595    |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0162      |
|    n_updates            | 6690         |
|    policy_gradient_loss | -0.00312     |
|    std                  | 0.88         |
|    value_loss           | 0.00306      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.771       |
| time/                   |              |
|    fps                  | 92           |
|    iterations           | 201          |
|    time_elapsed         | 556          |
|    total_timesteps      | 171776       |
| train/                  |              |
|    approx_kl            | 0.0069706216 |
|    clip_fraction        | 0.075        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.59        |
|    explained_variance   | 0.00146      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0336      |
|    n_updates            | 6700         |
|    policy_gradient_loss | -0.00756     |
|    std                  | 0.886        |
|    value_loss           | 0.00303      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.772      |
| time/                   |             |
|    fps                  | 92          |
|    iterations           | 202         |
|    time_elapsed         | 558         |
|    total_timesteps      | 172032      |
| train/                  |             |
|    approx_kl            | 0.005558998 |
|    clip_fraction        | 0.0625      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.59       |
|    explained_variance   | 0.000179    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0202     |
|    n_updates            | 6710        |
|    policy_gradient_loss | -0.0046     |
|    std                  | 0.884       |
|    value_loss           | 0.0043      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.776      |
| time/                   |             |
|    fps                  | 92          |
|    iterations           | 203         |
|    time_elapsed         | 561         |
|    total_timesteps      | 172288      |
| train/                  |             |
|    approx_kl            | 0.004257236 |
|    clip_fraction        | 0.0586      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.59       |
|    explained_variance   | 0.000519    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0309     |
|    n_updates            | 6720        |
|    policy_gradient_loss | -0.00426    |
|    std                  | 0.882       |
|    value_loss           | 0.00372     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 119          |
|    ep_rew_mean          | -0.992       |
| time/                   |              |
|    fps                  | 92           |
|    iterations           | 204          |
|    time_elapsed         | 563          |
|    total_timesteps      | 172544       |
| train/                  |              |
|    approx_kl            | 0.0068678735 |
|    clip_fraction        | 0.0312       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.59        |
|    explained_variance   | 0.00257      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0218      |
|    n_updates            | 6730         |
|    policy_gradient_loss | -0.00159     |
|    std                  | 0.885        |
|    value_loss           | 0.00433      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 119         |
|    ep_rew_mean          | -0.992      |
| time/                   |             |
|    fps                  | 92          |
|    iterations           | 205         |
|    time_elapsed         | 566         |
|    total_timesteps      | 172800      |
| train/                  |             |
|    approx_kl            | 0.008542504 |
|    clip_fraction        | 0.0699      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.59       |
|    explained_variance   | -0.000133   |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0468     |
|    n_updates            | 6740        |
|    policy_gradient_loss | -0.00694    |
|    std                  | 0.881       |
|    value_loss           | 0.0042      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.779      |
| time/                   |             |
|    fps                  | 92          |
|    iterations           | 206         |
|    time_elapsed         | 571         |
|    total_timesteps      | 173056      |
| train/                  |             |
|    approx_kl            | 0.005802594 |
|    clip_fraction        | 0.0746      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.58       |
|    explained_variance   | 0.00039     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0336     |
|    n_updates            | 6750        |
|    policy_gradient_loss | -0.00798    |
|    std                  | 0.882       |
|    value_loss           | 0.00329     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 118        |
|    ep_rew_mean          | -0.779     |
| time/                   |            |
|    fps                  | 92         |
|    iterations           | 207        |
|    time_elapsed         | 573        |
|    total_timesteps      | 173312     |
| train/                  |            |
|    approx_kl            | 0.00787865 |
|    clip_fraction        | 0.121      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.59      |
|    explained_variance   | 3.48e-05   |
|    learning_rate        | 0.0003     |
|    loss                 | -0.03      |
|    n_updates            | 6760       |
|    policy_gradient_loss | -0.00845   |
|    std                  | 0.882      |
|    value_loss           | 1.72       |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.78        |
| time/                   |              |
|    fps                  | 92           |
|    iterations           | 208          |
|    time_elapsed         | 576          |
|    total_timesteps      | 173568       |
| train/                  |              |
|    approx_kl            | 0.0035550683 |
|    clip_fraction        | 0.00937      |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.59        |
|    explained_variance   | -0.0019      |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0251      |
|    n_updates            | 6770         |
|    policy_gradient_loss | -0.000288    |
|    std                  | 0.883        |
|    value_loss           | 0.00401      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.777       |
| time/                   |              |
|    fps                  | 92           |
|    iterations           | 209          |
|    time_elapsed         | 579          |
|    total_timesteps      | 173824       |
| train/                  |              |
|    approx_kl            | 0.0043170415 |
|    clip_fraction        | 0.0309       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.59        |
|    explained_variance   | 0.000461     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0218      |
|    n_updates            | 6780         |
|    policy_gradient_loss | -0.00238     |
|    std                  | 0.882        |
|    value_loss           | 0.00348      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.78       |
| time/                   |             |
|    fps                  | 92          |
|    iterations           | 210         |
|    time_elapsed         | 581         |
|    total_timesteps      | 174080      |
| train/                  |             |
|    approx_kl            | 0.008252486 |
|    clip_fraction        | 0.098       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.59       |
|    explained_variance   | 0.000303    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0282     |
|    n_updates            | 6790        |
|    policy_gradient_loss | -0.00977    |
|    std                  | 0.882       |
|    value_loss           | 0.00307     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.782      |
| time/                   |             |
|    fps                  | 92          |
|    iterations           | 211         |
|    time_elapsed         | 584         |
|    total_timesteps      | 174336      |
| train/                  |             |
|    approx_kl            | 0.006685189 |
|    clip_fraction        | 0.0344      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.59       |
|    explained_variance   | 0.00246     |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0491     |
|    n_updates            | 6800        |
|    policy_gradient_loss | -0.00223    |
|    std                  | 0.884       |
|    value_loss           | 0.00389     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 118          |
|    ep_rew_mean          | -0.783       |
| time/                   |              |
|    fps                  | 92           |
|    iterations           | 212          |
|    time_elapsed         | 587          |
|    total_timesteps      | 174592       |
| train/                  |              |
|    approx_kl            | 0.0022937553 |
|    clip_fraction        | 0.0242       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.59        |
|    explained_variance   | -0.00402     |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0365      |
|    n_updates            | 6810         |
|    policy_gradient_loss | -0.00285     |
|    std                  | 0.887        |
|    value_loss           | 0.00328      |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.779      |
| time/                   |             |
|    fps                  | 92          |
|    iterations           | 213         |
|    time_elapsed         | 589         |
|    total_timesteps      | 174848      |
| train/                  |             |
|    approx_kl            | 0.006789246 |
|    clip_fraction        | 0.0703      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.6        |
|    explained_variance   | 0.000255    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0253     |
|    n_updates            | 6820        |
|    policy_gradient_loss | -0.00476    |
|    std                  | 0.886       |
|    value_loss           | 0.00279     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 118         |
|    ep_rew_mean          | -0.775      |
| time/                   |             |
|    fps                  | 92          |
|    iterations           | 214         |
|    time_elapsed         | 592         |
|    total_timesteps      | 175104      |
| train/                  |             |
|    approx_kl            | 0.007125742 |
|    clip_fraction        | 0.0574      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.6        |
|    explained_variance   | 0.000376    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0378     |
|    n_updates            | 6830        |
|    policy_gradient_loss | -0.00395    |
|    std                  | 0.89        |
|    value_loss           | 0.00291     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 116         |
|    ep_rew_mean          | -0.563      |
| time/                   |             |
|    fps                  | 92          |
|    iterations           | 215         |
|    time_elapsed         | 595         |
|    total_timesteps      | 175360      |
| train/                  |             |
|    approx_kl            | 0.009042239 |
|    clip_fraction        | 0.107       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.61       |
|    explained_variance   | -0.000259   |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0173     |
|    n_updates            | 6840        |
|    policy_gradient_loss | -0.00665    |
|    std                  | 0.89        |
|    value_loss           | 0.0032      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | -0.35       |
| time/                   |             |
|    fps                  | 92          |
|    iterations           | 216         |
|    time_elapsed         | 598         |
|    total_timesteps      | 175616      |
| train/                  |             |
|    approx_kl            | 0.007255688 |
|    clip_fraction        | 0.023       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.6        |
|    explained_variance   | -3.1e-06    |
|    learning_rate        | 0.0003      |
|    loss                 | -0.024      |
|    n_updates            | 6850        |
|    policy_gradient_loss | -0.00202    |
|    std                  | 0.889       |
|    value_loss           | 1.72        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 115         |
|    ep_rew_mean          | -0.349      |
| time/                   |             |
|    fps                  | 92          |
|    iterations           | 217         |
|    time_elapsed         | 602         |
|    total_timesteps      | 175872      |
| train/                  |             |
|    approx_kl            | 0.008439355 |
|    clip_fraction        | 0.0504      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.6        |
|    explained_variance   | -2.98e-06   |
|    learning_rate        | 0.0003      |
|    loss                 | 3.41        |
|    n_updates            | 6860        |
|    policy_gradient_loss | -0.000698   |
|    std                  | 0.89        |
|    value_loss           | 1.71        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 115        |
|    ep_rew_mean          | -0.347     |
| time/                   |            |
|    fps                  | 92         |
|    iterations           | 218        |
|    time_elapsed         | 605        |
|    total_timesteps      | 176128     |
| train/                  |            |
|    approx_kl            | 0.00819522 |
|    clip_fraction        | 0.0926     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.6       |
|    explained_variance   | -0.00246   |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0424    |
|    n_updates            | 6870       |
|    policy_gradient_loss | -0.00928   |
|    std                  | 0.888      |
